id_entrega,id_pedido,status_entrega,data_envio,data_entrega_prevista,data_entrega_real,transportadora,codigo_rastreio,updated_at
226,13276,entregue,2024-09-17T00:00:00,2024-09-21,2024-09-25,JadLog,OT115038925BR,2025-09-02T00:00:00
227,10779,entregue,2024-07-03T00:00:00,2024-07-21,2024-07-23,Loggi,FQ015796169BR,2024-11-11T00:00:00
228,13678,entregue,2025-02-21T00:00:00,2025-03-04,2025-03-07,Correios,VE346206567BR,2026-03-20T00:00:00
229,4794,devolvido,2025-11-29T00:00:00,2025-12-03,2025-12-13,Total Express,LP214208673BR,2026-06-03T00:00:00
230,13691,entregue,2024-10-09T00:00:00,2024-10-15,2024-10-19,Latam Cargo,PX422601635BR,2025-08-14T00:00:00
231,432,entregue,2023-01-28T00:00:00,2023-02-01,2023-02-02,DHL,BQ520785341BR,2023-03-27T00:00:00
232,5492,entregue,2026-03-07T00:00:00,2026-03-18,2026-03-16,JadLog,GU401954634BR,2026-06-02T00:00:00
233,14797,entregue,2025-11-13T00:00:00,2025-11-20,2025-11-21,FedEx,WJ340769141BR,2026-01-08T00:00:00
234,14104,entregue,2023-08-12T00:00:00,2023-08-17,2023-08-22,Latam Cargo,WJ172217505BR,2025-12-06T00:00:00
235,10333,entregue,2023-08-11T00:00:00,2023-08-28,2023-08-31,JadLog,QE967631125BR,2023-08-23T00:00:00
236,8206,entregue,2024-11-25T00:00:00,2024-12-11,2024-12-13,DHL,SG103430047BR,2025-08-05T00:00:00
237,400,entregue,2024-01-11T00:00:00,2024-01-24,2024-01-28,Correios,MQ652117802BR,2026-05-07T00:00:00
238,11009,pendente,2023-01-02T00:00:00,2023-01-18,,JadLog,NL561485088BR,2023-01-28T00:00:00
239,13145,entregue,2023-04-03T00:00:00,2023-04-16,2023-04-17,JadLog,UQ332935584BR,2025-04-15T00:00:00
240,4162,entregue,2026-01-11T00:00:00,2026-01-16,2026-01-20,FedEx,JV051204507BR,2026-05-10T00:00:00
241,14024,entregue,2023-06-06T00:00:00,2023-06-12,2023-06-17,Correios,NX599073646BR,2025-12-29T00:00:00
242,206,entregue,2023-06-03T00:00:00,2023-06-13,2023-06-14,Loggi,QW618647294BR,2023-09-06T00:00:00
243,13056,entregue,2023-10-22T00:00:00,2023-10-26,2023-10-29,JadLog,DM225181255BR,2025-10-04T00:00:00
244,14641,entregue,2024-01-31T00:00:00,2024-02-09,2024-02-13,Correios,DW437931478BR,2024-04-15T00:00:00
245,2341,entregue,2025-02-09T00:00:00,2025-02-22,2025-02-21,Latam Cargo,ZS882603422BR,2026-01-26T00:00:00
246,10704,entregue,2023-09-22T00:00:00,2023-09-26,2023-09-26,FedEx,RM725539145BR,2026-05-31T00:00:00
247,5553,em_transito,2024-07-04T00:00:00,2024-07-19,,FedEx,SA364003805BR,2026-02-15T00:00:00
248,3951,entregue,2023-06-01T00:00:00,2023-06-18,2023-06-17,Loggi,CK792731053BR,2024-07-05T00:00:00
249,12208,em_transito,2024-01-09T00:00:00,2024-01-26,,Azul Cargo,XM110419049BR,2025-09-11T00:00:00
250,12743,pendente,2023-06-27T00:00:00,2023-07-12,,JadLog,OO276580796BR,2025-08-08T00:00:00
251,11188,pendente,2024-07-22T00:00:00,2024-07-26,,DHL,VA093046687BR,2026-05-19T00:00:00
252,1531,entregue,2024-02-07T00:00:00,2024-02-15,2024-02-14,FedEx,VA804752821BR,2024-02-17T00:00:00
253,11576,em_transito,2024-09-23T00:00:00,2024-10-07,,Total Express,AC989211638BR,2025-01-26T00:00:00
254,6858,entregue,2025-01-18T00:00:00,2025-01-23,2025-01-23,Azul Cargo,YQ803369835BR,2026-01-22T00:00:00
255,5056,entregue,2026-03-19T00:00:00,2026-03-24,2026-03-29,Latam Cargo,JP646478698BR,2026-04-18T00:00:00
256,3634,entregue,2024-12-30T00:00:00,2025-01-07,2025-01-08,Latam Cargo,YA902844557BR,2025-07-02T00:00:00
257,1041,entregue,2024-12-21T00:00:00,2024-12-26,2024-12-24,Azul Cargo,EG057160979BR,2025-09-28T00:00:00
258,14444,pendente,2025-12-12T00:00:00,2025-12-15,,Total Express,GB883597128BR,2026-02-23T00:00:00
259,2612,entregue,2024-10-16T00:00:00,2024-11-02,2024-11-01,DHL,LM033773332BR,2025-04-04T00:00:00
260,8410,entregue,2025-02-05T00:00:00,2025-02-16,2025-02-17,JadLog,ZJ734815927BR,2025-07-26T00:00:00
261,10380,em_transito,2025-04-17T00:00:00,2025-05-06,,Total Express,SY062802641BR,2025-05-31T00:00:00
262,11726,entregue,2025-02-18T00:00:00,2025-02-27,2025-02-25,FedEx,WM006613179BR,2026-01-19T00:00:00
263,13305,entregue,2025-03-15T00:00:00,2025-03-29,2025-04-02,Latam Cargo,FJ851023975BR,2026-04-02T00:00:00
264,11139,entregue,2024-11-04T00:00:00,2024-11-14,2024-11-17,Latam Cargo,DX880411941BR,2026-01-22T00:00:00
265,9146,entregue,2024-03-13T00:00:00,2024-03-27,2024-04-01,Total Express,WZ257554917BR,2024-05-17T00:00:00
266,4052,entregue,2025-09-08T00:00:00,2025-09-12,2025-09-12,Total Express,BH684580044BR,2025-11-15T00:00:00
267,13054,entregue,2025-03-27T00:00:00,2025-04-04,2025-04-05,Latam Cargo,EP976865158BR,2026-04-03T00:00:00
268,4011,entregue,2024-07-03T00:00:00,2024-07-14,2024-07-17,Azul Cargo,EH454028527BR,2024-12-25T00:00:00
269,13133,em_transito,2023-10-31T00:00:00,2023-11-08,,FedEx,CY561047447BR,2025-10-14T00:00:00
270,14099,pendente,2025-01-23T00:00:00,2025-01-30,,Correios,CX047812734BR,2025-03-22T00:00:00
271,6819,entregue,2026-01-12T00:00:00,2026-01-25,2026-01-26,Latam Cargo,WV745855640BR,2026-01-30T00:00:00
272,2439,entregue,2025-12-09T00:00:00,2025-12-24,2025-12-24,DHL,XI426738331BR,2026-02-20T00:00:00
273,9667,entregue,2023-07-04T00:00:00,2023-07-18,2023-07-22,JadLog,MT031860858BR,2024-10-13T00:00:00
274,12478,entregue,2025-03-13T00:00:00,2025-03-20,2025-03-18,Correios,CX940830106BR,2025-10-28T00:00:00
275,1504,em_transito,2024-05-09T00:00:00,2024-05-18,,Azul Cargo,IW226827401BR,2024-07-31T00:00:00
276,14073,entregue,2023-01-04T00:00:00,2023-01-23,2023-01-21,Correios,TO527046425BR,2023-02-16T00:00:00
277,13898,entregue,2025-11-03T00:00:00,2025-11-08,2025-11-07,Correios,LK584458155BR,2026-05-14T00:00:00
278,13091,entregue,2025-10-18T00:00:00,2025-10-24,2025-10-22,DHL,AN904251168BR,2026-03-10T00:00:00
279,3924,entregue,2025-07-15T00:00:00,2025-07-30,2025-07-31,Azul Cargo,SH798717393BR,2025-11-02T00:00:00
280,6132,em_transito,2023-11-25T00:00:00,2023-12-12,,Correios,AI912008485BR,2023-12-15T00:00:00
281,4216,entregue,2025-02-17T00:00:00,2025-02-20,2025-02-24,Latam Cargo,DJ916421810BR,2025-10-11T00:00:00
282,12531,entregue,2024-11-11T00:00:00,2024-11-16,2024-11-15,Latam Cargo,MB015024220BR,2025-12-18T00:00:00
283,13900,entregue,2024-10-22T00:00:00,2024-11-07,2024-11-07,Total Express,AD557304902BR,2025-01-22T00:00:00
284,2307,entregue,2023-09-26T00:00:00,2023-10-06,2023-10-07,JadLog,FS273669703BR,2024-01-07T00:00:00
285,56,entregue,2026-05-23T00:00:00,2026-06-03,2026-06-02,FedEx,AM955605111BR,2026-05-31T00:00:00
286,9598,pendente,2026-02-02T00:00:00,2026-02-06,,Latam Cargo,HU884735062BR,2026-02-10T00:00:00
287,14106,em_transito,2024-05-12T00:00:00,2024-05-31,,FedEx,FZ843086109BR,2024-07-26T00:00:00
288,8740,entregue,2025-02-05T00:00:00,2025-02-19,2025-02-21,Total Express,AJ418286488BR,2025-11-09T00:00:00
289,6930,entregue,2023-06-04T00:00:00,2023-06-20,2023-06-23,JadLog,WB479009147BR,2024-09-21T00:00:00
290,6374,em_transito,2023-02-14T00:00:00,2023-02-23,,FedEx,TY962930697BR,2024-11-13T00:00:00
291,4872,devolvido,2025-10-14T00:00:00,2025-10-26,2025-11-02,Correios,FB111161157BR,2026-04-29T00:00:00
292,13157,entregue,2025-01-20T00:00:00,2025-01-28,2025-01-26,DHL,WK937931495BR,2025-07-14T00:00:00
293,4116,entregue,2024-01-06T00:00:00,2024-01-15,2024-01-18,Correios,GR812166591BR,2024-06-25T00:00:00
294,7026,entregue,2025-12-24T00:00:00,2026-01-01,2025-12-30,Azul Cargo,SU370049632BR,2026-05-31T00:00:00
295,6742,pendente,2024-01-20T00:00:00,2024-01-30,,Latam Cargo,FL002904902BR,2025-04-06T00:00:00
296,3806,entregue,2024-03-18T00:00:00,2024-03-23,2024-03-25,Azul Cargo,NP600841518BR,2025-03-16T00:00:00
297,12296,pendente,2024-05-31T00:00:00,2024-06-16,,DHL,BK453397998BR,2026-06-07T00:00:00
298,5485,entregue,2026-01-16T00:00:00,2026-01-19,2026-01-21,Total Express,WE663708356BR,2026-04-28T00:00:00
299,3075,em_transito,2023-02-26T00:00:00,2023-03-05,,Latam Cargo,VF354042513BR,2024-03-27T00:00:00
300,858,pendente,2024-12-13T00:00:00,2024-12-16,,Total Express,HL927371454BR,2025-12-26T00:00:00
301,626,entregue,2023-11-08T00:00:00,2023-11-14,2023-11-16,DHL,DD742458194BR,2025-05-25T00:00:00
302,5662,entregue,2025-05-01T00:00:00,2025-05-11,2025-05-10,Total Express,TN985653930BR,2025-05-08T00:00:00
303,635,entregue,2025-12-23T00:00:00,2026-01-04,2026-01-05,DHL,ZY272868454BR,2026-01-06T00:00:00
304,9737,entregue,2023-12-14T00:00:00,2023-12-17,2023-12-18,FedEx,DJ805295766BR,2026-01-15T00:00:00
305,5607,entregue,2025-01-30T00:00:00,2025-02-16,2025-02-21,JadLog,XX788335993BR,2025-03-24T00:00:00
306,13878,entregue,2024-08-08T00:00:00,2024-08-24,2024-08-22,DHL,HW411992451BR,2024-12-06T00:00:00
307,4738,entregue,2023-12-11T00:00:00,2023-12-14,2023-12-14,Latam Cargo,GM951504530BR,2025-05-26T00:00:00
308,11357,entregue,2025-02-27T00:00:00,2025-03-16,2025-03-20,FedEx,US778561464BR,2025-09-14T00:00:00
309,13718,em_transito,2026-01-18T00:00:00,2026-01-22,,Correios,BG733941224BR,2026-02-23T00:00:00
310,10601,entregue,2024-09-14T00:00:00,2024-10-02,2024-10-04,Azul Cargo,TL434818273BR,2026-03-23T00:00:00
311,14163,devolvido,2024-11-24T00:00:00,2024-12-12,2024-12-25,Total Express,MI594685117BR,2025-05-21T00:00:00
312,607,entregue,2025-12-24T00:00:00,2026-01-02,2026-01-07,Total Express,BJ721513712BR,2025-12-28T00:00:00
313,3316,em_transito,2024-12-24T00:00:00,2024-12-30,,FedEx,TW049068750BR,2025-11-04T00:00:00
314,10744,entregue,2024-08-24T00:00:00,2024-08-31,2024-09-02,Loggi,UK413685668BR,2024-09-05T00:00:00
315,12567,em_transito,2023-07-04T00:00:00,2023-07-09,,Latam Cargo,UC296332413BR,2023-08-16T00:00:00
316,9036,entregue,2023-07-29T00:00:00,2023-08-04,2023-08-09,Azul Cargo,CG783099800BR,2025-12-30T00:00:00
317,1803,em_transito,2023-08-30T00:00:00,2023-09-02,,Correios,HC194587155BR,2023-11-11T00:00:00
318,3220,entregue,2023-07-24T00:00:00,2023-08-08,2023-08-09,Latam Cargo,CI970960922BR,2025-05-08T00:00:00
319,12117,entregue,2025-09-01T00:00:00,2025-09-14,2025-09-17,Azul Cargo,UR712910029BR,2025-09-10T00:00:00
320,12041,entregue,2024-06-10T00:00:00,2024-06-18,2024-06-22,DHL,SG969227287BR,2025-01-21T00:00:00
321,3464,entregue,2025-06-23T00:00:00,2025-07-03,2025-07-04,Total Express,CT959265791BR,2025-09-17T00:00:00
322,320,entregue,2023-09-27T00:00:00,2023-10-09,2023-10-13,Total Express,AP889623640BR,2024-08-10T00:00:00
323,14005,pendente,2025-02-20T00:00:00,2025-03-08,,Loggi,SC120663206BR,2025-07-04T00:00:00
324,5297,entregue,2024-11-19T00:00:00,2024-12-09,2024-12-13,Total Express,FY327758243BR,2025-03-21T00:00:00
325,4289,em_transito,2024-02-07T00:00:00,2024-02-11,,JadLog,RC055468627BR,2024-10-26T00:00:00
326,11471,pendente,2024-11-06T00:00:00,2024-11-13,,Azul Cargo,BN966800206BR,2025-05-26T00:00:00
327,1513,entregue,2023-03-19T00:00:00,2023-03-26,2023-03-26,FedEx,SE735090519BR,2025-11-06T00:00:00
328,9331,entregue,2023-03-08T00:00:00,2023-03-17,2023-03-21,Azul Cargo,SD376294384BR,2023-12-17T00:00:00
329,13527,entregue,2023-11-21T00:00:00,2023-11-29,2023-11-28,Azul Cargo,DX147237347BR,2026-05-19T00:00:00
330,8923,em_transito,2023-10-15T00:00:00,2023-11-01,,FedEx,QZ400415408BR,2025-02-24T00:00:00
331,569,entregue,2025-11-02T00:00:00,2025-11-11,2025-11-10,JadLog,UV442390298BR,2026-03-22T00:00:00
332,3089,entregue,2023-12-29T00:00:00,2024-01-08,2024-01-10,Correios,LQ016521286BR,2024-07-19T00:00:00
333,1066,entregue,2023-11-08T00:00:00,2023-11-11,2023-11-12,DHL,OR914842399BR,2024-04-15T00:00:00
334,3354,pendente,2026-01-01T00:00:00,2026-01-19,,Correios,IQ185401229BR,2026-03-25T00:00:00
335,2915,entregue,2023-11-13T00:00:00,2023-11-27,2023-12-01,Loggi,YN378824946BR,2026-03-22T00:00:00
336,14619,pendente,2025-12-27T00:00:00,2026-01-05,,DHL,DP844095509BR,2026-06-02T00:00:00
337,14856,entregue,2024-05-28T00:00:00,2024-05-31,2024-06-02,DHL,NT100669849BR,2024-11-13T00:00:00
338,3809,entregue,2023-05-06T00:00:00,2023-05-15,2023-05-18,Latam Cargo,BP903778435BR,2024-09-09T00:00:00
339,4085,devolvido,2024-07-02T00:00:00,2024-07-06,2024-07-13,DHL,ZJ698004859BR,2026-01-16T00:00:00
340,6397,entregue,2023-04-20T00:00:00,2023-05-09,2023-05-09,Loggi,VK945176775BR,2023-09-11T00:00:00
341,1941,em_transito,2025-11-12T00:00:00,2025-12-02,,DHL,IK385787847BR,2026-03-24T00:00:00
342,7402,entregue,2024-10-14T00:00:00,2024-10-28,2024-11-02,JadLog,NZ286919548BR,2025-09-17T00:00:00
343,2791,entregue,2025-05-04T00:00:00,2025-05-24,2025-05-29,FedEx,SK378673867BR,2025-12-27T00:00:00
344,2960,entregue,2025-12-23T00:00:00,2026-01-07,2026-01-12,Azul Cargo,EQ340459458BR,2026-04-16T00:00:00
345,4144,entregue,2023-05-30T00:00:00,2023-06-02,2023-06-03,FedEx,YO991369936BR,2025-03-25T00:00:00
346,14771,entregue,2026-03-13T00:00:00,2026-03-29,2026-04-01,FedEx,RM294972019BR,2026-04-20T00:00:00
347,6055,entregue,2024-12-15T00:00:00,2025-01-04,2025-01-08,Latam Cargo,JQ362267384BR,2025-02-04T00:00:00
348,8169,em_transito,2025-01-28T00:00:00,2025-02-13,,Latam Cargo,YQ513668009BR,2025-05-29T00:00:00
349,9786,entregue,2026-04-16T00:00:00,2026-04-29,2026-04-30,DHL,HE406925884BR,2026-05-28T00:00:00
350,367,entregue,2025-07-06T00:00:00,2025-07-20,2025-07-20,Azul Cargo,WN001659154BR,2025-08-20T00:00:00
351,3759,entregue,2023-01-26T00:00:00,2023-02-10,2023-02-13,Latam Cargo,SK921602815BR,2024-10-28T00:00:00
352,14867,entregue,2024-08-16T00:00:00,2024-08-30,2024-08-29,Correios,IB995193434BR,2026-05-15T00:00:00
353,12337,em_transito,2023-09-23T00:00:00,2023-10-07,,Latam Cargo,KL143770392BR,2024-07-02T00:00:00
354,10782,em_transito,2025-11-23T00:00:00,2025-11-27,,Total Express,LW486533984BR,2025-12-10T00:00:00
355,2383,entregue,2024-06-07T00:00:00,2024-06-20,2024-06-21,Correios,FZ287685668BR,2025-04-25T00:00:00
356,13439,entregue,2024-07-13T00:00:00,2024-07-17,2024-07-19,Azul Cargo,VQ433033174BR,2025-10-05T00:00:00
357,8345,entregue,2023-03-17T00:00:00,2023-04-06,2023-04-04,DHL,SG941571470BR,2024-07-06T00:00:00
358,6435,entregue,2023-01-07T00:00:00,2023-01-21,2023-01-21,Total Express,JH190187507BR,2023-03-04T00:00:00
359,11256,entregue,2025-12-14T00:00:00,2025-12-20,2025-12-19,FedEx,XE596886109BR,2026-06-09T00:00:00
360,4488,devolvido,2023-09-26T00:00:00,2023-10-08,2023-10-23,Latam Cargo,LS289688699BR,2024-10-02T00:00:00
361,7461,entregue,2026-01-19T00:00:00,2026-01-24,2026-01-27,JadLog,KM659729128BR,2026-04-20T00:00:00
362,2589,entregue,2023-12-14T00:00:00,2023-12-23,2023-12-22,FedEx,ZJ991391539BR,2025-04-15T00:00:00
363,11753,entregue,2023-01-31T00:00:00,2023-02-06,2023-02-09,Correios,WF145547964BR,2023-05-26T00:00:00
364,1525,pendente,2026-04-21T00:00:00,2026-05-10,,FedEx,KX709690475BR,2026-05-01T00:00:00
365,12792,entregue,2025-03-23T00:00:00,2025-04-02,2025-04-06,DHL,BH912720472BR,2025-06-27T00:00:00
366,1934,entregue,2024-05-19T00:00:00,2024-05-30,2024-05-29,Latam Cargo,DY396784858BR,2024-11-17T00:00:00
367,12185,entregue,2023-12-31T00:00:00,2024-01-10,2024-01-09,DHL,OI932351507BR,2024-11-09T00:00:00
368,8117,entregue,2024-02-10T00:00:00,2024-02-23,2024-02-27,Loggi,FY953707721BR,2024-04-25T00:00:00
369,14703,entregue,2023-12-12T00:00:00,2023-12-20,2023-12-24,JadLog,OK977255609BR,2024-10-16T00:00:00
370,4512,entregue,2023-04-08T00:00:00,2023-04-23,2023-04-21,FedEx,PG324478126BR,2024-07-21T00:00:00
371,14864,entregue,2025-03-09T00:00:00,2025-03-26,2025-03-27,Azul Cargo,SG682570523BR,2025-06-28T00:00:00
372,9250,em_transito,2024-05-13T00:00:00,2024-05-17,,Latam Cargo,HJ743155343BR,2024-08-18T00:00:00
373,4533,entregue,2023-02-24T00:00:00,2023-03-04,2023-03-05,DHL,NB857634329BR,2025-10-16T00:00:00
374,12632,entregue,2023-04-13T00:00:00,2023-04-18,2023-04-21,JadLog,MC272621854BR,2026-04-23T00:00:00
375,9409,entregue,2025-11-16T00:00:00,2025-12-01,2025-12-03,Total Express,DZ424556596BR,2026-03-04T00:00:00
376,3030,pendente,2023-01-16T00:00:00,2023-02-03,,Correios,PS238942505BR,2023-07-28T00:00:00
377,3200,entregue,2026-02-13T00:00:00,2026-02-17,2026-02-15,JadLog,AQ772515501BR,2026-03-18T00:00:00
378,7203,em_transito,2023-07-16T00:00:00,2023-08-02,,Loggi,EJ225546440BR,2024-12-29T00:00:00
379,3440,devolvido,2024-07-09T00:00:00,2024-07-15,2024-07-25,FedEx,JL301275152BR,2025-04-27T00:00:00
380,3920,entregue,2025-03-14T00:00:00,2025-04-02,2025-03-31,JadLog,FL397361103BR,2026-02-19T00:00:00
381,8741,entregue,2025-02-01T00:00:00,2025-02-05,2025-02-04,FedEx,ZM476430808BR,2025-06-27T00:00:00
382,12837,entregue,2023-11-20T00:00:00,2023-11-23,2023-11-24,Correios,WU544555014BR,2025-03-23T00:00:00
383,3246,entregue,2024-05-25T00:00:00,2024-06-06,2024-06-05,Total Express,VV914708136BR,2024-11-11T00:00:00
384,7225,entregue,2026-04-25T00:00:00,2026-05-07,2026-05-05,DHL,PG640655279BR,2026-04-28T00:00:00
385,13053,em_transito,2025-09-10T00:00:00,2025-09-17,,Correios,KE295316229BR,2026-03-06T00:00:00
386,7650,em_transito,2025-08-05T00:00:00,2025-08-09,,JadLog,BK393718432BR,2025-09-29T00:00:00
387,12909,entregue,2023-06-10T00:00:00,2023-06-17,2023-06-20,Correios,VN907666605BR,2025-09-26T00:00:00
388,9565,entregue,2024-10-24T00:00:00,2024-11-07,2024-11-09,DHL,OT494718467BR,2026-03-24T00:00:00
389,8863,entregue,2025-12-23T00:00:00,2025-12-26,2025-12-25,JadLog,GB221947638BR,2026-04-10T00:00:00
390,10870,em_transito,2023-12-21T00:00:00,2024-01-05,,Loggi,OF434973283BR,2024-04-08T00:00:00
391,13467,entregue,2025-03-29T00:00:00,2025-04-16,2025-04-20,Azul Cargo,ZD830674737BR,2025-12-17T00:00:00
392,8692,entregue,2024-04-02T00:00:00,2024-04-10,2024-04-12,Total Express,DY251663892BR,2026-03-30T00:00:00
393,10812,entregue,2025-03-07T00:00:00,2025-03-26,2025-03-29,JadLog,JM535915619BR,2025-06-03T00:00:00
394,9908,entregue,2023-08-05T00:00:00,2023-08-09,2023-08-11,Latam Cargo,YI946290965BR,2025-04-07T00:00:00
395,2903,entregue,2025-09-22T00:00:00,2025-10-01,2025-09-29,Correios,VZ113277133BR,2025-12-02T00:00:00
396,6118,entregue,2024-04-22T00:00:00,2024-05-05,2024-05-07,Latam Cargo,EK417989935BR,2024-10-19T00:00:00
397,1388,devolvido,2024-03-05T00:00:00,2024-03-16,2024-03-29,Loggi,HK358203041BR,2025-02-14T00:00:00
398,6703,entregue,2024-12-18T00:00:00,2024-12-31,2025-01-04,Total Express,DV599073072BR,2025-02-14T00:00:00
399,7018,entregue,2023-04-12T00:00:00,2023-04-30,2023-05-03,Latam Cargo,SH572651743BR,2023-10-15T00:00:00
400,13518,entregue,2024-11-08T00:00:00,2024-11-18,2024-11-18,Latam Cargo,CF669727356BR,2025-10-20T00:00:00
401,7748,entregue,2024-07-04T00:00:00,2024-07-22,2024-07-23,DHL,WV926268160BR,2025-11-24T00:00:00
402,7558,entregue,2025-09-27T00:00:00,2025-10-15,2025-10-16,Azul Cargo,XT818016257BR,2025-12-31T00:00:00
403,3705,em_transito,2026-04-14T00:00:00,2026-05-01,,Latam Cargo,XN234521021BR,2026-05-20T00:00:00
404,7512,entregue,2024-01-15T00:00:00,2024-02-04,2024-02-06,Loggi,MH831582262BR,2024-04-03T00:00:00
405,11308,em_transito,2024-04-04T00:00:00,2024-04-14,,DHL,KN196178919BR,2024-09-27T00:00:00
406,5265,em_transito,2025-07-21T00:00:00,2025-08-07,,Loggi,MK607941673BR,2026-04-14T00:00:00
407,6449,entregue,2026-01-14T00:00:00,2026-01-27,2026-01-26,JadLog,IT695133961BR,2026-01-26T00:00:00
408,12031,entregue,2026-01-13T00:00:00,2026-01-31,2026-01-31,Latam Cargo,WW868117978BR,2026-03-22T00:00:00
409,7109,entregue,2024-10-09T00:00:00,2024-10-17,2024-10-20,Correios,ST157782095BR,2025-06-11T00:00:00
410,12972,entregue,2023-11-04T00:00:00,2023-11-24,2023-11-23,DHL,WV294462877BR,2025-10-03T00:00:00
411,3790,entregue,2024-08-20T00:00:00,2024-09-03,2024-09-04,JadLog,HM658790444BR,2025-01-03T00:00:00
412,3508,entregue,2024-08-03T00:00:00,2024-08-10,2024-08-10,Correios,UZ295545385BR,2025-04-17T00:00:00
413,11445,entregue,2025-12-08T00:00:00,2025-12-17,2025-12-18,Loggi,DF841002584BR,2026-03-08T00:00:00
414,4366,em_transito,2025-03-05T00:00:00,2025-03-09,,DHL,DK221839223BR,2025-04-16T00:00:00
415,13557,entregue,2024-11-11T00:00:00,2024-12-01,2024-12-06,Correios,ST388048800BR,2026-05-19T00:00:00
416,14762,entregue,2024-09-22T00:00:00,2024-09-26,2024-09-29,Total Express,KP918638610BR,2024-11-06T00:00:00
417,7556,devolvido,2024-07-31T00:00:00,2024-08-08,2024-08-15,Total Express,NV442312406BR,2026-04-05T00:00:00
418,13162,devolvido,2023-10-22T00:00:00,2023-11-11,2023-11-19,JadLog,SY163146451BR,2023-11-14T00:00:00
419,12321,em_transito,2024-10-24T00:00:00,2024-11-07,,Total Express,EV249094232BR,2025-11-16T00:00:00
420,8744,entregue,2023-07-18T00:00:00,2023-08-03,2023-08-03,Latam Cargo,TC906073468BR,2026-01-23T00:00:00
421,9432,em_transito,2023-05-06T00:00:00,2023-05-20,,DHL,II720668759BR,2025-03-19T00:00:00
422,10385,entregue,2023-11-02T00:00:00,2023-11-08,2023-11-09,Total Express,LT983795967BR,2024-07-14T00:00:00
423,1442,entregue,2024-12-21T00:00:00,2025-01-09,2025-01-13,Azul Cargo,TY683782246BR,2025-01-18T00:00:00
424,9218,entregue,2025-02-12T00:00:00,2025-02-25,2025-03-01,DHL,CP138858444BR,2025-10-13T00:00:00
425,9702,entregue,2026-03-27T00:00:00,2026-04-09,2026-04-13,DHL,AH966734192BR,2026-04-24T00:00:00
426,10971,entregue,2023-08-15T00:00:00,2023-08-19,2023-08-22,Azul Cargo,MB388208932BR,2025-11-11T00:00:00
427,10987,entregue,2023-08-30T00:00:00,2023-09-17,2023-09-22,Correios,XQ642923674BR,2026-04-01T00:00:00
428,8280,em_transito,2023-02-17T00:00:00,2023-02-22,,Azul Cargo,YR647494157BR,2026-02-13T00:00:00
429,14336,entregue,2025-02-06T00:00:00,2025-02-09,2025-02-07,FedEx,XW968116538BR,2025-07-09T00:00:00
430,2413,entregue,2023-08-29T00:00:00,2023-09-02,2023-09-05,FedEx,EH975788664BR,2026-02-22T00:00:00
431,7318,devolvido,2025-06-29T00:00:00,2025-07-16,2025-07-24,Latam Cargo,CT483083668BR,2025-08-04T00:00:00
432,14952,entregue,2025-05-10T00:00:00,2025-05-20,2025-05-21,DHL,ZZ014670123BR,2026-05-08T00:00:00
433,5879,entregue,2025-09-06T00:00:00,2025-09-12,2025-09-17,DHL,PG274561225BR,2026-03-25T00:00:00
434,10541,entregue,2025-03-24T00:00:00,2025-03-29,2025-04-01,JadLog,LG335678133BR,2025-07-24T00:00:00
435,13603,entregue,2023-09-09T00:00:00,2023-09-23,2023-09-25,Loggi,SU259782685BR,2024-08-15T00:00:00
436,3662,entregue,2026-01-18T00:00:00,2026-01-28,2026-01-30,Azul Cargo,VW817060736BR,2026-04-14T00:00:00
437,8841,entregue,2023-12-25T00:00:00,2024-01-06,2024-01-10,Total Express,ON775770539BR,2024-01-10T00:00:00
438,4111,entregue,2024-07-08T00:00:00,2024-07-18,2024-07-18,Correios,AP874255631BR,2024-07-12T00:00:00
439,1243,em_transito,2023-01-30T00:00:00,2023-02-10,,JadLog,IE337076854BR,2025-01-17T00:00:00
440,12104,em_transito,2023-02-06T00:00:00,2023-02-09,,Azul Cargo,EW157311644BR,2026-03-27T00:00:00
441,3683,entregue,2025-09-08T00:00:00,2025-09-22,2025-09-23,FedEx,EH770202815BR,2026-03-21T00:00:00
442,1340,em_transito,2025-03-24T00:00:00,2025-04-03,,FedEx,UG182570086BR,2025-07-10T00:00:00
443,2845,entregue,2025-04-20T00:00:00,2025-04-23,2025-04-27,Loggi,AA902730615BR,2026-04-15T00:00:00
444,5019,entregue,2024-07-08T00:00:00,2024-07-13,2024-07-12,JadLog,FR199585983BR,2025-11-01T00:00:00
445,13409,entregue,2023-02-16T00:00:00,2023-02-23,2023-02-23,Total Express,CA156503945BR,2025-06-20T00:00:00
