id_produto,nome_produto,descricao,preco,estoque,id_categoria,id_fornecedor,marca,peso_kg,updated_at
167,Apple Slim Esse 5874,Iste quas quia error illum eius beatae et soluta magni consequuntur ipsum.,2720.85,443,3301,1198,Apple,15.59,2024-06-11T00:00:00
168,LG Max Asperiores 6497,Atque quaerat suscipit odit rem quod minima.,1632.3,235,6574,14607,LG,14.68,2025-04-04T00:00:00
169,Localfrio Pro Non 2515,Placeat necessitatibus rem eius voluptatibus veniam perspiciatis exercitationem aliquid nobis omnis qui.,3628.73,379,5465,7480,Localfrio,27.62,2023-06-28T00:00:00
170,Oster Plus Beatae 7495,Fugiat qui nisi repellat distinctio dolor.,2792.95,292,13550,11295,Oster,28.84,2026-05-21T00:00:00
171,Nike Slim Laudantium 5379,Aliquam occaecati ipsum ipsam hic ratione quisquam doloribus.,2205.7,146,5387,3703,Nike,28.49,2024-01-18T00:00:00
172,Adidas Pro Ex 6555,Aperiam illum quas nam neque quo.,2469.9,199,4744,11775,Adidas,1.78,2026-02-24T00:00:00
173,Mondial Plus Tenetur 1058,Harum similique libero ea facilis dolores mollitia magnam eligendi.,314.46,321,14325,8113,Mondial,17.89,2025-08-15T00:00:00
174,Samsung Plus Atque 7019,Animi doloribus natus enim impedit unde aperiam qui illo.,1635.77,300,5911,398,Samsung,4.64,2023-04-20T00:00:00
175,Multilaser Max Reprehenderit 2285,Nihil aspernatur neque iure nisi accusamus excepturi ad delectus voluptates distinctio distinctio rerum.,3043.06,246,8760,11182,Multilaser,9.86,2024-12-30T00:00:00
176,Braun Turbo Asperiores 9433,Iure ratione porro soluta recusandae unde recusandae saepe vero eaque voluptas.,1533.78,449,2818,10778,Braun,12.17,2024-11-10T00:00:00
177,Positivo Lite Rem 9739,Aperiam eaque laudantium atque dolorem quidem.,4699.94,231,3751,12217,Positivo,19.71,2023-11-19T00:00:00
178,LG Smart Recusandae 5670,Adipisci nisi ad iusto ipsa libero saepe.,3922.04,187,10504,12109,LG,2.81,2024-03-31T00:00:00
179,Havaianas Plus Minima 2853,Nesciunt autem sapiente dolore ipsum nemo numquam fugiat.,2845.99,178,11814,14650,Havaianas,17.91,2024-11-02T00:00:00
180,Braun Max Ipsam 3495,Quisquam numquam velit odit quibusdam temporibus quod odio id nemo excepturi consequatur.,1264.21,287,13072,2964,Braun,17.13,2023-01-31T00:00:00
181,HP Pro Dolor 9562,Possimus sequi eius vel voluptate delectus eius distinctio aut velit accusamus.,3897.41,332,3067,2898,HP,25.22,2024-05-27T00:00:00
182,Oster Premium Aliquam 698,Culpa earum earum inventore odio voluptas reprehenderit aperiam doloremque.,2195.8,496,2171,12319,Oster,6.29,2024-03-08T00:00:00
183,Nike Lite Occaecati 3798,Earum tempora similique voluptates pariatur aspernatur commodi suscipit quis totam eius blanditiis sequi.,3420.01,253,6097,3207,Nike,22.29,2026-03-30T00:00:00
184,Motorola Turbo Omnis 5383,Minima in temporibus veritatis quaerat dolorum.,811.58,49,3947,15000,Motorola,29.68,2025-10-13T00:00:00
185,Britânia Lite Rem 3321,Voluptatibus itaque officia modi ratione similique beatae quia similique consectetur ea voluptatibus illum.,360.99,255,12137,1449,Britânia,29.9,2024-09-12T00:00:00
186,Dell Pro Corrupti 741,Culpa vitae cupiditate delectus cupiditate ea accusamus.,3532.32,157,6833,14517,Dell,25.44,2023-06-07T00:00:00
187,Adidas Lite Molestias 7374,Minus placeat tenetur a velit quo fuga excepturi aliquid maxime laboriosam.,3365.77,360,3438,8949,Adidas,14.41,2024-04-08T00:00:00
188,LG Lite Quasi 3892,Corporis sunt rem perferendis repellendus laboriosam nam voluptatum sit.,3379.13,282,4433,2801,LG,29.12,2023-04-22T00:00:00
189,Multilaser Ultra Ipsam 8112,Sit temporibus incidunt consectetur amet est dignissimos quibusdam quod beatae voluptatum.,774.48,260,2904,13586,Multilaser,23.92,2025-02-18T00:00:00
190,Britânia Premium Nihil 6144,Numquam praesentium dignissimos est delectus distinctio beatae.,4644.96,38,10517,11597,Britânia,2.04,2025-12-06T00:00:00
191,Intelbras Super Totam 8903,Earum magni error nam incidunt dolore voluptatum eius.,1779.96,498,1003,13718,Intelbras,19.83,2024-09-08T00:00:00
192,Electrolux Turbo Aut 5329,Atque autem vel perferendis hic omnis harum necessitatibus officia reiciendis cum hic.,4729.25,188,6827,500,Electrolux,4.34,2024-06-21T00:00:00
193,Xiaomi Premium Aut 5302,Quisquam libero beatae enim quidem ipsum consequatur.,307.85,396,3211,8403,Xiaomi,29.06,2023-02-09T00:00:00
194,Electrolux Lite Repellendus 676,Ducimus perspiciatis harum consectetur ipsum corrupti ipsum quaerat accusamus.,1127.5,365,10669,10363,Electrolux,28.89,2024-02-06T00:00:00
195,Oster Slim Inventore 7141,Eaque ea ipsa dolore veniam consequatur libero quibusdam.,2659.53,45,11558,6213,Oster,7.02,2024-09-24T00:00:00
196,Arno Max Reiciendis 8341,Consequuntur delectus voluptatem placeat impedit et excepturi.,253.0,415,8047,14203,Arno,28.31,2024-12-22T00:00:00
197,Oster Smart Aliquam 1414,Vero maiores dignissimos dolore delectus ab voluptatibus.,1808.71,166,5476,3952,Oster,0.46,2024-07-03T00:00:00
198,Lenovo Ultra Atque 4240,Delectus magnam pariatur dolorum et soluta voluptatem illo laudantium ea suscipit.,3006.03,85,8493,3803,Lenovo,22.25,2025-04-11T00:00:00
199,Oster Lite Aperiam 1638,Sapiente porro ipsam praesentium sunt nihil aut maxime exercitationem similique nisi consequatur eius.,2263.72,363,1894,12699,Oster,12.09,2024-07-03T00:00:00
200,Braun Turbo Esse 6241,Maxime veritatis libero consectetur veritatis voluptatum possimus assumenda necessitatibus dolor veritatis laudantium.,133.71,396,3487,10970,Braun,25.34,2026-05-02T00:00:00
201,Adidas Ultra Exercitationem 8999,Fugit soluta nobis rem dicta pariatur aperiam officiis nulla ullam sed.,2209.75,440,4514,13605,Adidas,7.07,2025-07-21T00:00:00
202,Nike Plus Optio 7357,Eum quasi id incidunt rem illum consequuntur perferendis sapiente provident libero suscipit.,3763.24,32,1963,1918,Nike,5.41,2023-04-26T00:00:00
203,Puma Plus Eum 4873,Vitae porro dolorum quas vitae voluptate eos.,3041.69,467,720,8998,Puma,15.98,2024-08-02T00:00:00
204,Britânia Plus Dicta 3535,Aspernatur tenetur hic laboriosam eos ullam libero.,2880.99,408,13482,5792,Britânia,29.69,2024-03-22T00:00:00
205,Britânia Max Assumenda 7890,Tenetur perferendis beatae praesentium iure aperiam saepe autem natus autem.,4486.2,407,7352,1194,Britânia,22.25,2024-08-09T00:00:00
206,Motorola Premium Exercitationem 1211,Illo voluptates libero molestiae labore voluptates illo voluptates.,996.59,326,7521,7215,Motorola,5.17,2023-04-26T00:00:00
207,Oster Premium Voluptatem 6468,Iste placeat ipsa quos inventore impedit reprehenderit quas voluptate doloremque.,1106.4,411,13774,10621,Oster,9.92,2024-06-25T00:00:00
208,Havaianas Slim In 870,Minima adipisci saepe eum voluptate neque dolorem adipisci necessitatibus quisquam quo voluptas.,1031.19,58,14944,5587,Havaianas,13.31,2023-06-20T00:00:00
209,Dell Premium Similique 2218,Laborum alias tempora ex consequuntur voluptatibus explicabo cupiditate non ipsum.,4485.56,235,2059,9906,Dell,2.34,2026-03-05T00:00:00
210,HP Ultra Minus 410,Qui explicabo temporibus rerum cum reprehenderit molestiae in ipsam.,1832.84,108,5986,2648,HP,9.14,2024-04-17T00:00:00
211,Intelbras Super Quasi 1509,Hic exercitationem ea perspiciatis quo animi porro.,2125.8,383,10406,1493,Intelbras,16.27,2024-01-13T00:00:00
212,Samsung Lite Earum 8155,Beatae aliquam quisquam animi illum ullam repellendus maxime provident.,650.58,150,10190,7912,Samsung,28.68,2024-06-05T00:00:00
213,Apple Turbo Cupiditate 9157,Soluta sint porro quas facere vitae magnam est.,2978.24,493,205,975,Apple,5.23,2025-11-15T00:00:00
214,Braun Pro Minima 7019,Commodi necessitatibus tempora maiores ut iure quia voluptates.,885.33,169,11163,14830,Braun,18.23,2026-05-04T00:00:00
215,Samsung Pro Nam 8114,Consequatur autem dolores enim molestias temporibus voluptatibus harum sapiente sed facere.,3398.44,444,14723,9527,Samsung,22.04,2024-07-19T00:00:00
216,LG Smart Optio 9595,Veniam ipsa ullam ipsum tempora nostrum similique.,4158.75,92,6993,6334,LG,28.68,2025-07-07T00:00:00
217,Multilaser Slim Recusandae 3332,Animi laboriosam odio dolores minus molestias alias officia rem saepe amet.,4054.63,99,7922,117,Multilaser,13.95,2026-01-09T00:00:00
218,Intelbras Turbo Error 7576,Est cum sunt ea reprehenderit odio consectetur esse rem reiciendis minima quisquam facilis molestias.,2754.02,231,6810,4265,Intelbras,27.96,2024-06-25T00:00:00
219,Puma Premium Eligendi 3268,Velit porro iste consectetur nostrum excepturi ab.,2140.74,421,4608,5289,Puma,28.9,2025-07-11T00:00:00
220,Lenovo Plus Asperiores 5206,Architecto voluptatibus adipisci odio quidem molestiae autem.,1298.4,432,11926,8463,Lenovo,6.99,2026-05-02T00:00:00
221,Tramontina Slim Voluptates 1015,Exercitationem sed atque explicabo blanditiis at similique iste corporis quasi aliquam.,3718.8,284,798,7039,Tramontina,22.12,2023-02-01T00:00:00
222,Localfrio Ultra Voluptatem 8319,Aut similique optio vel ipsum doloribus possimus occaecati enim.,3882.51,193,12202,11258,Localfrio,12.04,2024-03-05T00:00:00
223,Braun Plus Non 3947,Ea iure eius sed fugit ut.,3274.97,412,10702,2514,Braun,27.51,2023-03-17T00:00:00
224,Positivo Turbo Maiores 169,Iusto similique perspiciatis consequuntur repellat aliquid tempore laboriosam laudantium error tenetur deleniti exercitationem.,603.85,210,6275,4522,Positivo,20.32,2024-10-18T00:00:00
225,Sony Plus Explicabo 6784,Sit eius ratione ex eveniet adipisci autem libero odio nemo perferendis.,3811.14,42,8532,9698,Sony,3.11,2023-03-26T00:00:00
226,Philips Premium Harum 4878,Excepturi dolorem eos ipsa nobis architecto aspernatur.,4560.04,386,3127,10168,Philips,5.86,2024-01-27T00:00:00
227,Panasonic Slim Beatae 7897,Cumque quam sequi ea vero sed harum quo maiores voluptatibus saepe iusto cupiditate.,1785.43,347,7582,3959,Panasonic,12.35,2023-12-27T00:00:00
228,Tramontina Super Repellendus 9953,Corporis debitis dolorum modi dicta dolore odit aperiam est.,1323.27,235,14286,14846,Tramontina,20.35,2026-02-25T00:00:00
229,Localfrio Super Totam 4418,At aspernatur cupiditate itaque porro voluptatum officiis eos minima ad.,1527.6,61,9891,3437,Localfrio,12.43,2026-06-02T00:00:00
230,Mondial Max Maxime 6151,Nobis non ratione numquam culpa nostrum consequuntur nam in vel tenetur mollitia eaque.,433.46,450,298,10752,Mondial,13.62,2026-02-06T00:00:00
231,Positivo Turbo Minima 9601,Reprehenderit atque velit culpa eveniet in ullam harum beatae dolorum architecto explicabo.,1322.06,364,8896,9346,Positivo,19.54,2026-03-09T00:00:00
232,Intelbras Smart Voluptatum 818,Blanditiis tenetur minima nisi numquam nostrum deserunt accusantium beatae.,760.4,45,1275,12067,Intelbras,15.72,2023-01-19T00:00:00
233,Positivo Turbo Beatae 2968,Eveniet dignissimos reprehenderit eveniet culpa temporibus dolorem voluptatibus qui.,3251.19,305,6589,2075,Positivo,20.7,2025-07-06T00:00:00
234,Sony Ultra Fuga 1790,Ipsam labore vero praesentium asperiores nulla nisi.,4334.56,330,11563,13281,Sony,23.0,2024-07-16T00:00:00
235,Xiaomi Pro Id 923,Alias explicabo excepturi laborum cupiditate autem amet accusamus labore totam earum laborum.,651.56,85,4654,1249,Xiaomi,27.17,2024-12-23T00:00:00
236,LG Premium Nostrum 2009,Consequuntur ratione harum autem eius dolores ea adipisci.,407.47,163,2425,12783,LG,20.9,2024-11-14T00:00:00
237,Arno Smart Animi 2917,Nulla tempora adipisci voluptatem dolore voluptas laboriosam debitis incidunt reiciendis doloribus.,2340.91,496,2871,11055,Arno,24.4,2023-08-19T00:00:00
238,Nike Turbo Ad 9787,Libero laudantium magni assumenda minima autem repellendus nesciunt iusto explicabo voluptatibus.,4576.68,153,12262,6874,Nike,22.45,2024-02-27T00:00:00
239,Samsung Max Sapiente 9982,Necessitatibus omnis excepturi aperiam id repellendus sint nemo itaque qui doloremque.,4184.49,139,12502,8043,Samsung,13.96,2023-12-15T00:00:00
240,Philips Max Neque 7337,Eos a omnis aspernatur ipsa animi.,1746.07,378,14719,2579,Philips,12.31,2023-09-30T00:00:00
241,LG Smart Mollitia 832,Minus voluptatum ut voluptate fugit totam.,2022.37,361,11016,3249,LG,7.69,2025-09-15T00:00:00
242,Localfrio Plus Voluptatum 8160,Ullam saepe vitae dolor aut aspernatur veniam beatae nobis vitae tempora enim accusantium.,4423.26,162,9924,13061,Localfrio,27.32,2023-08-09T00:00:00
243,Mondial Lite Culpa 5345,Voluptate repudiandae aliquid minus at placeat iste consequatur possimus.,3412.57,42,1391,3609,Mondial,5.44,2026-05-27T00:00:00
244,Motorola Turbo Nam 5134,Illum quibusdam doloribus voluptatum doloremque debitis harum accusamus inventore expedita optio molestiae.,4992.99,159,2464,2971,Motorola,14.95,2024-01-16T00:00:00
245,Electrolux Smart Ipsam 6647,Earum neque quibusdam dicta et eligendi facilis eaque recusandae.,4026.54,96,13372,5571,Electrolux,28.2,2023-08-21T00:00:00
246,Apple Turbo Omnis 7806,Nesciunt officia saepe quod tempora excepturi accusantium.,3844.38,65,8543,3047,Apple,14.26,2023-04-01T00:00:00
247,HP Lite Asperiores 184,Modi neque vero distinctio optio aspernatur veritatis laborum similique earum explicabo fuga exercitationem.,2128.63,77,13922,1287,HP,25.56,2025-06-25T00:00:00
248,Sony Super Cumque 2225,Distinctio eveniet esse architecto quidem dolores pariatur praesentium ipsam.,1733.01,153,9135,3321,Sony,25.2,2025-10-05T00:00:00
249,Adidas Super Labore 1213,Fuga nihil possimus perferendis recusandae ipsum reprehenderit architecto tempora dolorum iure quo ipsum.,1377.85,9,6775,200,Adidas,2.89,2024-11-28T00:00:00
250,Philips Plus Vero 8257,Enim reprehenderit consequatur delectus molestiae vitae itaque praesentium consequuntur vero delectus cumque.,354.93,208,5616,3739,Philips,1.46,2023-05-05T00:00:00
251,Apple Super Assumenda 5685,Ipsa unde mollitia sapiente perspiciatis nam rem enim architecto accusantium deserunt repellat distinctio.,2614.25,295,4730,14366,Apple,20.47,2023-03-02T00:00:00
252,HP Premium Numquam 9918,Magni incidunt dicta rerum reprehenderit tenetur nisi autem quod qui.,450.6,383,11091,13819,HP,19.01,2023-08-03T00:00:00
253,Intelbras Max Amet 521,Voluptates enim nulla quisquam consectetur nostrum.,3331.09,180,5339,14682,Intelbras,4.37,2023-01-26T00:00:00
254,Xiaomi Ultra Eaque 4057,Dolore vitae voluptate sapiente in est.,3996.65,341,9342,7489,Xiaomi,29.68,2023-01-29T00:00:00
255,Panasonic Lite Hic 5296,Sapiente tenetur eaque fugiat consequuntur veniam doloribus eaque consequuntur animi commodi atque illum.,3000.11,217,1332,1624,Panasonic,16.3,2023-12-19T00:00:00
256,Philips Lite Quidem 7643,Excepturi nihil facilis error velit at eius quae quo numquam hic.,1214.98,450,957,6700,Philips,23.79,2023-08-01T00:00:00
257,Mondial Slim Aliquam 2149,Veritatis vero eaque et enim suscipit vero necessitatibus ratione ab.,1590.52,318,2003,14251,Mondial,4.18,2025-07-12T00:00:00
258,Motorola Lite Tempore 3317,Perferendis veritatis veniam itaque eos eum minima modi exercitationem sit corporis optio esse.,2150.56,351,12372,10593,Motorola,21.98,2025-12-15T00:00:00
259,Mondial Smart Iusto 3765,Soluta aspernatur atque autem hic nesciunt tenetur ex.,3544.77,59,6961,671,Mondial,26.69,2026-04-15T00:00:00
260,Motorola Pro Suscipit 4558,Ad deleniti adipisci ex a aut eligendi totam enim autem nihil.,1585.74,244,10923,11451,Motorola,26.2,2023-08-21T00:00:00
261,Braun Turbo Corrupti 1610,Magni blanditiis illo maxime magni eaque consectetur doloribus a.,4656.9,121,14223,14400,Braun,8.54,2023-08-15T00:00:00
262,Panasonic Lite Assumenda 2353,Non voluptatum nulla laudantium ex sint placeat eius mollitia veritatis nulla commodi sunt.,4863.13,247,14972,13183,Panasonic,20.91,2023-06-13T00:00:00
263,LG Slim Repellendus 6063,Accusantium asperiores nisi quaerat beatae laboriosam quisquam excepturi odit eligendi quis voluptatem nam.,2139.63,420,14373,12039,LG,9.29,2026-05-31T00:00:00
264,Lenovo Premium Provident 9188,Nesciunt voluptatem consectetur voluptate est nostrum sunt aperiam magni.,540.56,47,697,6565,Lenovo,1.04,2025-09-06T00:00:00
265,Multilaser Max A 8609,Expedita et illum magnam ipsam dicta odit.,1645.56,381,11236,8475,Multilaser,18.48,2025-02-05T00:00:00
266,Localfrio Plus Minus 8638,Sunt earum blanditiis dolores voluptate vel quo assumenda.,3203.07,471,5943,14749,Localfrio,25.84,2023-03-30T00:00:00
267,Apple Smart Quidem 8443,Eius laudantium libero mollitia ex incidunt consequuntur labore.,4632.95,371,9935,1382,Apple,18.21,2023-05-25T00:00:00
268,Adidas Slim Fugit 967,Quod illo animi quos distinctio pariatur.,4579.19,197,772,2238,Adidas,27.17,2025-08-22T00:00:00
269,Oster Plus Commodi 8125,Modi tempore quae dicta voluptate illum non.,2045.33,313,2710,7617,Oster,4.23,2023-05-12T00:00:00
270,Arno Premium Odio 3721,Et cum quis eos pariatur pariatur.,3334.72,383,8469,4502,Arno,7.26,2023-10-13T00:00:00
271,Intelbras Max In 3682,Maxime eaque nulla saepe ut amet explicabo quia veritatis necessitatibus ipsum.,2640.34,372,4460,12225,Intelbras,23.92,2026-03-25T00:00:00
272,Multilaser Slim Veritatis 4656,Omnis alias quia debitis ea repudiandae tempore fugiat maxime.,1428.58,163,11725,14380,Multilaser,27.87,2025-06-05T00:00:00
273,Positivo Plus Molestias 3545,Ea iste qui hic laudantium voluptatum.,2254.41,51,1550,14473,Positivo,21.47,2023-04-16T00:00:00
274,Arno Super Repellendus 6671,Veritatis unde autem tenetur voluptatem adipisci rem voluptatum et eligendi mollitia voluptas.,2629.48,266,11194,6887,Arno,17.1,2025-06-03T00:00:00
275,Lenovo Lite Quod 3335,Voluptates ipsa accusamus officiis in distinctio dolorum voluptatibus excepturi animi.,4960.28,348,7532,5601,Lenovo,26.63,2023-04-24T00:00:00
276,Positivo Super Quo 3095,Dicta quo velit molestias numquam dolores accusamus ducimus voluptatem rerum sit at.,3295.41,41,438,6168,Positivo,19.28,2023-10-01T00:00:00
277,Oster Slim Distinctio 8336,Quos officiis aut a dolor iure ipsam nam illo.,1060.65,179,5758,2589,Oster,1.38,2024-03-26T00:00:00
278,Panasonic Slim Adipisci 5970,Perspiciatis veritatis vero reiciendis exercitationem excepturi consequuntur quo officia quasi.,2226.77,277,12950,791,Panasonic,23.0,2025-03-19T00:00:00
279,Nike Max Repellat 668,Corrupti non nesciunt quo rerum mollitia sunt pariatur aut iure nostrum.,327.82,269,11929,14235,Nike,16.81,2025-04-22T00:00:00
280,Britânia Lite Ratione 6406,Nobis fugit voluptatem inventore soluta labore dignissimos eveniet repellat.,499.01,254,10429,4259,Britânia,2.02,2023-09-22T00:00:00
281,Nike Super Maiores 9190,Sint praesentium maiores rem fugiat vitae unde cumque rerum harum.,1508.15,145,1012,1122,Nike,7.83,2023-11-17T00:00:00
282,Motorola Max Magni 9286,Libero exercitationem est natus beatae eos et harum provident illo odit.,1177.19,213,1643,13372,Motorola,1.91,2024-10-28T00:00:00
283,Dell Plus Labore 6759,Rerum corrupti fugiat dolores mollitia nostrum eius excepturi eum impedit excepturi dolores quidem.,2874.27,302,10724,1329,Dell,7.65,2026-02-19T00:00:00
284,Philips Slim Tempora 821,Illum numquam repudiandae repellat perferendis minima deleniti reiciendis dolores ipsam.,2976.57,277,5570,8405,Philips,0.78,2023-01-27T00:00:00
285,Braun Super Illo 925,Possimus pariatur quis repudiandae voluptate saepe aperiam laborum sed nesciunt maxime excepturi at.,1062.17,193,13683,14562,Braun,1.63,2024-03-13T00:00:00
286,Positivo Slim Nam 4767,Alias odit cum tenetur omnis incidunt.,4380.16,474,13036,6661,Positivo,25.13,2023-06-02T00:00:00
287,Adidas Premium Reiciendis 9499,Doloribus laborum quo ut cupiditate ratione vitae quod ipsam.,4785.37,426,4405,8081,Adidas,25.53,2023-05-05T00:00:00
