id_fornecedor,nome_fornecedor,cnpj,email,telefone,logradouro,cidade,estado,cep,updated_at
161,Gonçalves da Luz S.A.,16.807.539/0001-97,bfreitas@monteiro.gov.br,+55 81 2318 7228,"Estação Barbosa, 21",Cirino,SC,98051384,2025-11-07T00:00:00
162,Novais,76.830.259/0001-21,juliaalmeida@moraes.br,51 7083 3216,"Morro Fernandes, 182",Andrade Verde,RS,47173-343,2023-07-15T00:00:00
163,Campos,43.021.975/0001-09,maria-isis03@aragao.gov.br,+55 61 1095 6293,"Trevo Benjamin Monteiro, 7",Cavalcante,TO,10457-752,2023-10-03T00:00:00
164,Cavalcanti,42.761.835/0001-04,silvapedro@cassiano.com,71 7268 8487,"Estrada de Dias, 790",Correia,PE,01420981,2024-09-28T00:00:00
165,Lopes,47.520.618/0001-46,maria-julia67@nunes.br,+55 (011) 6016 7805,"Avenida Leão, 78",Ferreira,PA,15873-038,2026-01-31T00:00:00
166,Sampaio Santos - ME,85.710.432/0001-49,maria-vitorialeao@gomes.com,+55 41 1325-7809,"Ladeira Moura, 800",da Rocha do Galho,PB,67077923,2023-12-17T00:00:00
167,Gonçalves,13.594.670/0001-25,ana-luiza63@da.edu.br,0300-036-3894,"Área de Pastor, 86",Freitas de Goiás,RO,27443613,2025-06-26T00:00:00
168,Silva,91.750.632/0001-28,uda-cunha@da.org,+55 (041) 6806 1213,"Estrada de Garcia, 3",Pinto Paulista,PR,53320132,2025-11-27T00:00:00
169,Abreu S.A.,06.327.459/0001-80,eloahpires@cardoso.com.br,+55 (031) 8689-8757,"Viela Davi Luiz Rodrigues, 49",Moreira de Monteiro,CE,31342563,2023-11-10T00:00:00
170,Caldeira Fonseca - ME,72.095.384/0001-84,emanuelmelo@moura.com,21 8968 2718,"Vila Emanuel Souza, 538",Leão Grande,DF,49416-902,2024-01-24T00:00:00
171,da Luz,48.315.960/0001-77,vitoria32@farias.br,(071) 6170 8909,"Trecho de Gonçalves, 19",Guerra do Campo,AM,34784900,2024-08-16T00:00:00
172,Monteiro,06.947.512/0001-46,cavalcanteagatha@da.com,84 5936 7917,"Vereda Maya Vieira, 22",Pastor,PB,35948-309,2024-01-25T00:00:00
173,Almeida,68.394.527/0001-81,luanramos@almeida.com.br,+55 31 1986-3511,"Quadra de Costela, 6",Freitas de Vasconcelos,PB,59081-449,2025-04-01T00:00:00
174,Marques,36.927.154/0001-70,jcorreia@freitas.com.br,0300-603-7238,"Esplanada Gabriela Montenegro, 2",Oliveira de Vieira,SP,56764654,2023-05-20T00:00:00
175,Nascimento S.A.,15.036.247/0001-35,agatha64@teixeira.org,0500 727 6451,"Área de Araújo, 3",Sales,RS,59481-001,2024-09-19T00:00:00
176,Nogueira S.A.,28.417.305/0001-12,lavinia68@cirino.com,+55 (011) 9237-6055,"Quadra de Vargas, 685",Brito,AM,25891392,2025-12-31T00:00:00
177,Duarte Ltda.,21.986.734/0001-61,azevedodavi@cavalcanti.br,71 2669-9078,"Trecho Lopes, 20",Brito de Cunha,SC,63133-001,2024-03-21T00:00:00
178,Macedo,10.694.287/0001-50,rodriguesisis@sousa.com,0900 977 5824,"Travessa de Mendonça, 85",Macedo de Pires,SC,48481-608,2024-02-27T00:00:00
179,Rios,39.470.621/0001-74,dom88@siqueira.com.br,31 7613-4036,"Setor Augusto Porto, 50",Andrade,DF,98167000,2024-09-17T00:00:00
180,Carvalho - EI,95.374.216/0001-23,laracamara@mendonca.gov.br,61 9761 5503,"Distrito Ana Lívia Rodrigues, 33",Aragão,MA,39532-650,2025-11-03T00:00:00
181,Silva Moraes S.A.,91.275.384/0001-00,yda-rocha@vargas.com,(011) 3623 2348,Rodovia Pedro Silva,Campos,PR,57663042,2025-06-11T00:00:00
182,Rodrigues e Filhos,30.289.561/0001-13,peixotoraul@pinto.gov.br,+55 (084) 7200 6706,"Recanto de Mendonça, 77",Costela Alegre,MS,41432-797,2023-07-14T00:00:00
183,Duarte Cirino S/A,45.903.627/0001-90,luiz-otaviopacheco@siqueira.org,+55 (031) 0157-9632,Vila de Sousa,Vieira do Sul,ES,00069-296,2025-11-28T00:00:00
184,Aragão,61.347.925/0001-06,oliveiraanthony-gabriel@aragao.br,(071) 8038-8353,"Aeroporto Melissa Borges, 72",Oliveira Paulista,PI,75437-501,2024-01-12T00:00:00
185,Pacheco,37.520.681/0001-29,miguelnunes@macedo.com.br,(011) 6224 0084,"Viela de Siqueira, 5",Aparecida,MS,23196-420,2026-03-17T00:00:00
186,Ferreira,19.386.057/0001-07,riosemanuella@da.com,0800-651-9518,"Residencial Clarice Pereira, 94",Mendonça da Serra,BA,51300198,2024-08-21T00:00:00
187,Fernandes Ramos Ltda.,45.613.902/0001-31,pintoleticia@lopes.com,+55 (011) 6047-0239,"Lago Moura, 34",Ferreira,MT,14556-544,2023-01-23T00:00:00
188,Abreu Lopes Ltda.,46.180.729/0001-98,allanada-cunha@moraes.net,(011) 2619-1557,Colônia de Rezende,Siqueira,BA,23057-014,2025-02-12T00:00:00
189,Azevedo,25.361.907/0001-07,hcaldeira@barbosa.com.br,+55 (041) 7240-1768,"Rodovia da Costa, 397",da Rosa,PE,10209318,2024-08-06T00:00:00
190,Camargo Viana S.A.,30.165.947/0001-13,teixeirasara@pimenta.com.br,11 4003 9668,"Núcleo Correia, 54",Sales,PE,08504-374,2023-09-21T00:00:00
191,Cardoso Ltda.,92.158.036/0001-16,samuelcavalcanti@sousa.org,(021) 1889 7063,Alameda Cunha,Brito,CE,87378476,2023-05-16T00:00:00
192,Abreu,19.720.483/0001-27,otto21@da.com,+55 51 0645 3419,"Viaduto de Aparecida, 4",Pires de Carvalho,TO,71826-224,2026-05-03T00:00:00
193,Brito,41.058.369/0001-32,rezendemaria-isis@novais.com.br,+55 11 2113-2837,"Jardim Camargo, 2",Moura,PE,75084056,2025-10-29T00:00:00
194,da Rosa,45.981.632/0001-11,kfogaca@ferreira.com,81 2893 1695,"Travessa Antônio Cavalcante, 413",da Paz do Norte,AM,62204-471,2023-03-17T00:00:00
195,Peixoto Nunes Ltda.,94.258.603/0001-31,melinasantos@lopes.gov.br,+55 (081) 0242 4668,"Via Barbosa, 28",Dias de Minas,PA,88436-365,2024-07-27T00:00:00
196,Pastor,73.694.058/0001-56,helenacavalcante@pinto.br,+55 81 0157 9061,"Feira de Martins, 5",Câmara,AP,20677-240,2026-02-26T00:00:00
197,Câmara,57.168.032/0001-18,carolineborges@brito.com,+55 61 7535 3086,"Colônia de Guerra, 1",Ramos,DF,91296-319,2025-12-28T00:00:00
198,Novais Monteiro - ME,39.405.218/0001-61,da-cruzmarcela@rios.br,0500 257 8424,"Favela de Nascimento, 54",Sá,TO,72863-269,2026-05-19T00:00:00
199,das Neves,25.340.718/0001-58,henrymartins@martins.gov.br,+55 31 1485-8976,"Largo Pacheco, 60",Silveira do Amparo,PB,49871378,2025-06-24T00:00:00
200,Duarte e Filhos,14.785.923/0001-00,novaisisabela@rios.com.br,(084) 7152 2670,"Núcleo Peixoto, 775",da Mata,RR,75788-330,2025-04-14T00:00:00
201,Vieira da Costa - EI,38.197.645/0001-39,juan72@costa.com,(081) 6468-2440,"Vila Silveira, 437",Leão Verde,RR,83782758,2023-03-30T00:00:00
202,da Cunha,69.130.248/0001-73,leonardoalbuquerque@duarte.com,+55 21 9360 4886,"Lagoa Alves, 38",Santos de Pereira,TO,89837948,2023-12-26T00:00:00
203,Aragão Rocha - EI,01.749.632/0001-15,joao-vitor76@moraes.br,+55 (041) 5819-9229,Lagoa Vinícius Cavalcante,Almeida dos Dourados,TO,54765678,2023-12-22T00:00:00
204,Rodrigues,08.274.963/0001-95,emanuelcardoso@da.com,+55 (071) 8533 0483,"Esplanada André Barros, 66",das Neves,PR,50048559,2023-07-15T00:00:00
205,Cassiano Ferreira - EI,40.296.158/0001-75,smonteiro@vargas.edu.br,0500 020 4248,"Jardim Beatriz Borges, 76",Lopes do Sul,RJ,51619142,2026-05-10T00:00:00
206,Macedo - EI,05.637.418/0001-28,raulvasconcelos@ribeiro.net,+55 21 4938 2629,"Área Freitas, 92",Leão,CE,32685653,2024-09-02T00:00:00
207,da Luz,06.524.873/0001-80,thiagoalves@carvalho.com,+55 21 2104-6527,Colônia Benicio Peixoto,Moura,GO,28303-351,2024-05-12T00:00:00
208,da Costa - EI,81.576.290/0001-18,duartemarina@montenegro.org,+55 71 7542 2451,"Parque Aparecida, 664",Brito das Flores,AM,76210-727,2024-04-22T00:00:00
209,Pires Cunha Ltda.,50.642.839/0001-00,goncalvesbruno@barros.gov.br,+55 11 2753 4061,"Avenida de Mendes, 107",Montenegro dos Dourados,PI,33276-135,2023-07-12T00:00:00
210,Araújo S.A.,85.926.740/0001-06,aylla16@jesus.com,0500-269-4087,"Passarela de Novaes, 38",Cavalcante,RJ,99357553,2026-01-02T00:00:00
211,Souza - ME,36.580.429/0001-42,barbosalaura@viana.gov.br,+55 81 1668 1110,"Sítio Nicolas da Cruz, 617",Vargas,PA,13242-180,2025-07-01T00:00:00
212,Siqueira Rocha S.A.,54.178.026/0001-53,paragao@borges.br,(051) 3428 7799,"Conjunto Elisa Cassiano, 76",Pastor,SE,65027467,2024-11-18T00:00:00
213,Araújo S/A,37.592.108/0001-20,silveiratheo@vieira.net,+55 (031) 2370 9194,"Praia Brayan Andrade, 94",Novais da Serra,PI,30199-970,2024-05-01T00:00:00
214,Sousa,21.694.785/0001-10,casa-grandemariana@da.com,61 0031 2760,"Vila de Almeida, 815",Pinto,PE,76720-963,2023-12-09T00:00:00
215,Cavalcante - EI,37.215.984/0001-38,luiz-otaviocirino@da.org,+55 (021) 6779 8400,"Lago Esther Silva, 29",da Costa da Prata,PB,26283-453,2023-04-25T00:00:00
216,Pires Cavalcante - ME,36.978.251/0001-92,ribeiroyan@vieira.gov.br,+55 (011) 4018 1522,"Trevo Raul Silva, 79",da Rocha do Sul,PE,41936-398,2023-07-01T00:00:00
217,Teixeira,24.367.510/0001-60,theoda-cunha@martins.gov.br,(021) 8937 0013,"Vereda Novaes, 8",Borges,MA,15433628,2023-02-20T00:00:00
218,Borges,60.452.871/0001-78,da-costamelissa@dias.br,84 3809 9264,"Lago da Mota, 9",Melo de Minas,GO,19856544,2023-03-05T00:00:00
219,Araújo S/A,58.396.704/0001-05,rafaelmendonca@moraes.com.br,81 6130 6537,"Distrito Teixeira, 737",Costa,GO,97744-514,2025-01-03T00:00:00
220,da Cunha,89.450.173/0001-15,vduarte@camargo.gov.br,+55 (031) 0819 4503,"Distrito Moura, 70",Cirino,PI,08599-282,2024-09-21T00:00:00
221,Mendonça Garcia - ME,14.072.635/0001-09,cmoraes@souza.net,+55 (084) 4561-1049,"Travessa Pedro Lucas Montenegro, 23",Moura,RS,12845713,2025-04-03T00:00:00
222,da Cunha - EI,30.492.865/0001-83,azevedoaugusto@martins.com,0500 762 3202,"Lagoa Santos, 513",Gomes da Praia,RO,22284007,2023-05-10T00:00:00
223,Borges Ltda.,37.045.162/0001-56,araujobianca@machado.com.br,11 9269 2915,"Estação Nogueira, 435",Marques,AC,12725-422,2025-01-14T00:00:00
224,Casa Grande Almeida Ltda.,71.652.908/0001-28,zviana@macedo.org,+55 (051) 8301-0724,"Avenida Mendes, 6",Sousa Grande,RJ,57535570,2023-05-07T00:00:00
225,Azevedo Melo - EI,21.583.796/0001-22,maria-laura95@melo.com,+55 81 0438 8511,"Largo Maria Vitória Moraes, 648",Albuquerque de da Rocha,CE,52605819,2023-12-31T00:00:00
226,Alves Almeida Ltda.,64.728.950/0001-10,joao-lucascardoso@andrade.br,21 5663 3964,"Estrada de Sales, 37",Nunes,RS,53158-956,2024-04-13T00:00:00
227,Sales Cunha e Filhos,71.054.329/0001-83,carvalhokevin@camara.com.br,(084) 7536 9152,"Fazenda de Barbosa, 72",Rocha do Norte,SC,69989325,2023-05-27T00:00:00
228,Montenegro,26.873.150/0001-01,clara21@da.com.br,11 2753 6579,"Rodovia de Castro, 4",Pastor de Santos,PA,15117-571,2025-06-22T00:00:00
229,Mendes Cavalcanti Ltda.,96.081.437/0001-76,brenda12@pinto.com.br,11 3743 7920,"Recanto Ryan Lima, 93",Jesus,AC,78755-412,2023-03-29T00:00:00
230,Nunes e Filhos,39.706.154/0001-39,josue19@souza.br,(021) 0097 7173,"Favela Maitê Costela, 583",Silveira,SP,18683-783,2026-05-17T00:00:00
231,Araújo,24.673.915/0001-26,maria-julia06@pereira.br,71 1758-2312,"Travessa João Rodrigues, 185",Ferreira,MG,61747-853,2024-03-22T00:00:00
232,Moreira Borges S/A,47.056.192/0001-11,diogomartins@albuquerque.com.br,+55 41 9306 5239,"Estação de Peixoto, 55",Cardoso,PI,46640054,2026-01-11T00:00:00
233,Azevedo,86.479.150/0001-45,lauraaraujo@castro.gov.br,+55 21 1349 1214,"Campo Castro, 23",Pires de Andrade,AP,81020861,2025-08-04T00:00:00
234,Oliveira Brito e Filhos,13.072.845/0001-34,hadassa92@camargo.br,+55 11 6427 1464,"Vila de Carvalho, 10",Abreu,SP,66448-946,2024-08-09T00:00:00
235,Rocha Viana - EI,32.094.815/0001-73,anthony-gabriel33@barros.com,+55 81 0815 6720,"Viela Borges, 4",da Cruz de Minas,RR,22501-519,2025-08-08T00:00:00
236,Machado,49.310.682/0001-28,spires@mendes.edu.br,+55 (084) 4046-1528,"Pátio de Porto, 71",Martins,MA,74786-369,2025-12-14T00:00:00
237,Novais,73.985.410/0001-02,matteo29@novais.br,+55 21 1746 6181,Estação Castro,Cassiano da Mata,AM,86348-282,2024-11-03T00:00:00
238,Nascimento,70.582.963/0001-26,barbara11@novaes.com.br,61 5341-5165,"Estrada Eloá Viana, 50",Lopes,DF,66887616,2025-07-01T00:00:00
239,Ramos Gonçalves - ME,67.248.350/0001-42,larissaaraujo@cirino.com,+55 (051) 4626-9512,"Condomínio Nascimento, 178",Leão,RN,53451-204,2023-11-01T00:00:00
240,Ribeiro,04.815.962/0001-50,camposana@novais.br,+55 71 2378-9625,Feira Oliveira,Dias,SC,56429-103,2023-09-01T00:00:00
241,Abreu,23.978.064/0001-67,ravi08@ribeiro.com,51 8380 7043,"Distrito de da Paz, 72",Cirino da Prata,MS,63257011,2023-03-12T00:00:00
242,Aparecida Ltda.,09.468.572/0001-74,juan07@macedo.com,+55 84 9373 2472,"Feira de Ribeiro, 96",Macedo do Oeste,RO,94020-226,2024-01-19T00:00:00
243,Cassiano da Rosa S/A,80.935.461/0001-95,samuelcastro@correia.edu.br,71 1203-0984,"Rua Costela, 71",Monteiro,CE,45860786,2024-02-20T00:00:00
244,Novaes,31.490.652/0001-85,cassianolorenzo@vasconcelos.gov.br,0800-349-0117,"Viaduto Silva, 97",Silva,MA,33593911,2024-04-06T00:00:00
245,Correia - ME,50.736.182/0001-31,cardosoluiz-felipe@teixeira.gov.br,(081) 8996-8161,"Chácara Barbosa, 9",Cirino,AM,05438-511,2023-01-01T00:00:00
246,Fonseca Santos e Filhos,08.532.167/0001-05,da-motabeatriz@nascimento.com,0900-086-4132,Vale Kamilly Caldeira,Sá,ES,47330-365,2023-04-17T00:00:00
247,Costa,62.983.054/0001-71,ana00@casa.br,(081) 8498 1028,Lago Helena da Rosa,Sales do Norte,PE,09915-591,2025-05-22T00:00:00
248,Cavalcante S/A,21.657.034/0001-23,camposisis@da.com,(084) 8421-4629,"Quadra Samuel Dias, 329",Silva de Campos,MG,62790-304,2026-06-01T00:00:00
249,Nunes S.A.,09.364.581/0001-15,pachecoolivia@ramos.com.br,+55 61 1183-1469,"Residencial de da Conceição, 516",Ferreira da Praia,RN,99134920,2024-07-19T00:00:00
250,Farias,30.891.672/0001-03,ryanvasconcelos@peixoto.com,(084) 4595-1597,"Pátio da Cunha, 311",Camargo,RS,72583542,2024-11-29T00:00:00
251,Fogaça Ltda.,45.029.831/0001-24,siqueirahenrique@camargo.br,+55 71 8398-7606,"Trevo Fernandes, 92",Campos da Praia,PI,43875-874,2026-05-12T00:00:00
252,Brito,94.312.085/0001-97,isadora78@nunes.net,71 5157-3104,Rua Henrique Nunes,Araújo Alegre,MT,43008650,2023-09-27T00:00:00
253,Macedo - ME,82.365.147/0001-40,pedro-henriquecamara@fernandes.net,(051) 3973-0709,"Favela Camargo, 58",da Luz,AC,03503-295,2023-04-20T00:00:00
254,da Cruz - ME,93.510.486/0001-99,pcamargo@araujo.com,(051) 7340 0433,"Via Rodrigues, 199",Ribeiro,PE,36807-902,2023-07-09T00:00:00
255,Peixoto Guerra Ltda.,09.736.815/0001-08,dbarros@lima.edu.br,+55 11 1651 2837,"Viaduto Santos, 15",Sá,PE,03423259,2025-11-01T00:00:00
256,Cassiano e Filhos,29.140.368/0001-37,asafe13@da.gov.br,0500-476-5709,"Núcleo Farias, 66",Aparecida,CE,90530745,2025-08-30T00:00:00
257,Barbosa da Conceição - ME,56.891.437/0001-17,ana-vitorianascimento@macedo.org,+55 (041) 8717-0909,"Feira Andrade, 1",Cunha,DF,24268182,2023-10-31T00:00:00
258,Almeida,06.547.283/0001-72,pietro38@pereira.br,+55 41 5306 3010,"Loteamento Barros, 57",Abreu,TO,37262-141,2026-01-27T00:00:00
259,Duarte,48.921.630/0001-25,maria-claraazevedo@mendes.br,81 6696-0810,"Distrito de Santos, 436",Vieira,BA,84028552,2024-12-15T00:00:00
260,da Costa,85.124.390/0001-64,marcela42@moraes.br,+55 11 3791-5014,"Quadra Borges, 80",Duarte de Costa,SP,35398944,2023-10-30T00:00:00
261,Martins,06.923.415/0001-13,meloana-carolina@duarte.br,+55 61 8446 9369,"Núcleo Raul Porto, 22",Leão,SE,17717-910,2024-08-19T00:00:00
262,Santos Correia Ltda.,93.475.680/0001-80,rmachado@andrade.com.br,+55 (031) 1791-8028,Chácara Novaes,Ramos,CE,05612-011,2023-07-25T00:00:00
263,Souza,18.794.506/0001-85,yalbuquerque@da.org,(084) 9455 9938,"Chácara Enzo da Conceição, 183",Machado,MA,90815530,2026-02-06T00:00:00
264,da Costa,69.801.527/0001-11,carolinecamargo@melo.gov.br,+55 71 6754-9356,"Rua de Borges, 81",Albuquerque,DF,94263154,2025-08-13T00:00:00
265,Mendes Araújo - ME,29.413.078/0001-10,catarina30@nunes.br,84 2254 5024,Ladeira Lucca Pereira,Teixeira das Flores,AM,02381232,2023-06-23T00:00:00
266,Cunha - ME,32.508.479/0001-68,ksouza@casa.com.br,(051) 2507-4092,"Travessa Allana Casa Grande, 57",Moraes,AC,71026-924,2023-11-13T00:00:00
267,Aparecida - EI,83.275.091/0001-03,ncunha@da.br,+55 (061) 2473 4347,"Lago de Ramos, 2",Ribeiro,PE,40646-939,2023-11-16T00:00:00
268,Viana Duarte - ME,43.086.972/0001-53,mariamoura@melo.com,(031) 0668 1019,"Quadra Silva, 21",Correia,MA,83733-080,2024-12-24T00:00:00
269,Brito S.A.,40.658.729/0001-74,hbrito@da.net,+55 (081) 3262 1877,Travessa de Aparecida,Barbosa,SC,09219056,2025-01-17T00:00:00
270,Cunha Montenegro e Filhos,27.406.835/0001-00,jsa@dias.br,+55 (011) 2742-8514,"Vereda Ester Pires, 89",Correia de Moraes,GO,10333495,2023-02-17T00:00:00
271,da Mota - ME,84.902.675/0001-16,fonsecajoao-vitor@leao.com,0800-997-4411,"Condomínio de Andrade, 5",Almeida,PB,50246212,2023-02-24T00:00:00
272,Moraes,18.796.534/0001-31,livia25@borges.br,(071) 3047-3156,"Residencial Matteo Sousa, 37",Azevedo,MT,07956635,2023-01-04T00:00:00
273,Brito e Filhos,79.541.386/0001-07,pietra10@santos.com.br,(011) 4198 0471,"Praça Brayan Barbosa, 1",da Conceição,RR,48750986,2024-08-07T00:00:00
274,Araújo Moura - EI,56.807.291/0001-89,jose-pedro43@camara.net,+55 31 8267 8997,Jardim Eduarda Machado,das Neves,TO,62749535,2025-08-20T00:00:00
275,Vieira,53.247.196/0001-80,lpinto@rodrigues.gov.br,+55 61 3705 2216,"Largo de Monteiro, 41",Caldeira,SE,70389-745,2025-07-18T00:00:00
276,Macedo,24.598.130/0001-36,oliviafonseca@pastor.com.br,0800 011 8010,"Rua de Leão, 53",da Paz,AL,49717330,2024-09-28T00:00:00
277,Moura,59.481.376/0001-08,yasmin19@cirino.com.br,(084) 3520 2715,"Viela da Costa, 6",Pires de Câmara,AL,48804-502,2023-02-21T00:00:00
278,Garcia,06.954.283/0001-97,xrodrigues@guerra.edu.br,(084) 5668 3604,"Viaduto de Rezende, 35",Melo Grande,AC,13628245,2023-06-23T00:00:00
279,Mendonça Costa Ltda.,75.618.024/0001-08,lcassiano@sousa.br,0500 993 1498,"Vila de Moura, 157",Câmara,MA,79711392,2025-11-09T00:00:00
280,Barbosa Silva - ME,98.410.672/0001-70,fariasbianca@azevedo.br,0500-482-7462,"Área de Pinto, 11",Cardoso da Serra,GO,62517-093,2025-05-12T00:00:00
281,Silva,94.876.053/0001-14,ylima@silva.br,(071) 2829 2026,"Aeroporto Souza, 35",Ramos,RN,01476-300,2025-07-30T00:00:00
282,Melo,84.169.537/0001-70,xcavalcanti@machado.com,71 2859-2974,"Jardim Alves, 98",Moura de Sampaio,AP,61998-855,2024-07-29T00:00:00
283,Duarte,13.980.645/0001-80,zmontenegro@freitas.gov.br,+55 (051) 0251 0765,"Trevo Enzo Gabriel Garcia, 9",Vasconcelos Verde,RR,82701-203,2025-05-29T00:00:00
284,Câmara,79.830.461/0001-41,raul27@dias.com.br,31 6844 5955,"Feira de Sampaio, 922",Albuquerque,AC,34126178,2023-05-25T00:00:00
285,Montenegro Aparecida S/A,13.468.097/0001-03,maria-helena32@pereira.com,(031) 6504 1187,Área Luigi Correia,Duarte de Santos,SP,19011-415,2025-03-17T00:00:00
286,Ribeiro Alves S.A.,24.395.178/0001-47,maria-lauragoncalves@sa.com,(031) 1572 4762,"Alameda de Pimenta, 8",Marques,GO,91172527,2023-02-02T00:00:00
287,Gomes Brito S.A.,98.045.712/0001-21,liam19@novais.net,+55 (021) 8485-3964,"Residencial Ayla Borges, 26",Farias das Pedras,SP,05823609,2023-02-01T00:00:00
288,Barbosa Correia Ltda.,90.861.452/0001-50,auroramarques@dias.com,+55 (061) 3636 0923,Vila de Azevedo,Barros,RJ,41473-367,2025-12-13T00:00:00
289,da Mota,75.410.829/0001-61,liviavieira@marques.org,84 0506 8908,Rua Moraes,Monteiro de Rios,RO,12443348,2023-05-19T00:00:00
290,Castro Mendonça e Filhos,93.680.257/0001-12,da-mataeduardo@dias.com,71 5496 5338,"Viaduto da Rocha, 94",Garcia de Barbosa,TO,44516891,2023-01-12T00:00:00
291,Marques Oliveira - ME,71.062.953/0001-22,thomasribeiro@machado.edu.br,(041) 9125-5864,"Loteamento de Nogueira, 8",Cardoso,SC,26674610,2024-10-06T00:00:00
292,Teixeira,92.413.780/0001-10,stephany53@vasconcelos.br,+55 61 9807 3986,"Recanto Cauê Mendonça, 12",Rocha de Machado,PR,52173-828,2023-07-28T00:00:00
293,Cassiano,10.496.387/0001-72,araujobruno@das.com,(081) 9784-1530,Largo Azevedo,Vieira de Siqueira,AM,87777453,2025-05-31T00:00:00
294,Dias Pires - EI,34.697.820/0001-04,xmendonca@araujo.edu.br,0300-314-9613,Alameda Carvalho,Correia da Praia,PE,06757-518,2024-11-14T00:00:00
295,Fernandes,09.341.728/0001-51,gmarques@da.br,+55 (071) 0368 1451,"Largo Costa, 95",Borges,SC,89389101,2023-02-23T00:00:00
296,Alves,01.498.532/0001-63,ana-julia18@nascimento.gov.br,+55 71 4961 1274,"Largo de Azevedo, 80",Cassiano do Oeste,RO,58997873,2023-01-25T00:00:00
297,Correia,86.731.045/0001-51,thiagoaragao@pinto.net,31 9552 5627,"Vila Lara Caldeira, 145",Porto das Flores,RJ,57338227,2023-08-29T00:00:00
298,Correia Nascimento - EI,40.816.793/0001-36,paulo39@mendes.br,+55 (061) 2679 7028,"Recanto de Araújo, 2",Santos,RN,78333243,2023-03-12T00:00:00
299,Pacheco - EI,46.518.720/0001-44,luiz-otavio79@marques.br,31 0300 8843,"Quadra de Silva, 2",Pires Paulista,PB,09934242,2024-04-15T00:00:00
300,Rios Marques S/A,68.452.709/0001-61,luiz-fernandoda-cruz@alves.edu.br,21 1427 0344,"Colônia Carolina Caldeira, 51",da Conceição de Cavalcanti,MS,80690985,2024-05-25T00:00:00
301,Nunes,38.521.947/0001-10,da-cruzisabelly@albuquerque.org,+55 (071) 8226 6259,"Rodovia Cardoso, 1",Freitas de Nogueira,PI,31924857,2025-01-31T00:00:00
302,Souza Freitas S.A.,42.059.687/0001-80,anthony-gabrielborges@fonseca.com,+55 (051) 7198-5426,"Chácara Andrade, 71",Vieira do Campo,RR,33121864,2023-05-24T00:00:00
303,Vasconcelos Mendes e Filhos,46.372.085/0001-30,maria-clarada-rosa@souza.com,+55 41 1085 7413,"Estrada Barros, 354",das Neves,TO,81858488,2025-12-06T00:00:00
304,Barbosa,51.243.970/0001-59,marcos-vinicius60@borges.gov.br,(031) 8892 4657,Praia de Novaes,Dias de Caldeira,RR,60546-306,2023-08-29T00:00:00
305,Gomes,41.502.378/0001-70,limarenan@da.br,+55 41 7295 1415,"Colônia de Silveira, 24",Gomes do Galho,ES,23486490,2023-05-14T00:00:00
306,Vasconcelos S.A.,69.305.724/0001-40,agathafarias@leao.com,84 8993-7166,"Estação Clara da Mota, 88",Andrade,RJ,01487-419,2024-05-28T00:00:00
307,das Neves,73.501.892/0001-88,unascimento@da.br,+55 71 6147-2210,Condomínio de Sampaio,Marques,TO,90081987,2025-07-10T00:00:00
308,Costa,69.857.304/0001-76,xlima@aragao.edu.br,0500 617 1524,"Loteamento Costa, 18",Teixeira,PR,59315-007,2025-08-04T00:00:00
309,Câmara,27.906.135/0001-77,diegolopes@fogaca.br,11 2339-3872,"Pátio Rafael Montenegro, 1",Viana,AL,03014891,2023-04-01T00:00:00
310,Sampaio,78.493.162/0001-04,joao-vitor03@lopes.br,+55 (011) 6587-3057,Esplanada Fernanda Farias,Leão da Praia,AP,46397325,2025-08-03T00:00:00
311,Garcia,65.930.742/0001-61,zcirino@fonseca.br,0300-561-4573,"Sítio Ryan Cunha, 5",Garcia da Praia,CE,37409-997,2024-01-08T00:00:00
312,Brito,81.679.354/0001-06,pirespietra@da.gov.br,81 2688 5188,"Alameda da Costa, 96",Cirino,PE,32523-305,2026-04-03T00:00:00
